Number,Area,Genus,species,Genus_species,AT,BT,Time,Day,Month,Year,Date,Pit,SVL,Tail,TailBT,TailCond,Wt,Sex,Age_est,RTW,RTL,RTVol,LTW,LTL,LTVol,TotTVol,Ovid_RNo,Ovid_RVol,Ovid_LNo,Ovid_LVol,CS,OvidTotVol,RCM,FB_R,FB_L,FBTotal,ParasitesP.N,CentipedesN,CentipedesV,AranaeN,AranaeV,ScorpionN,ScorpionV,AntsN,AntsV,WaspN,WaspV,OrthoptN,OrthoptV,ThysanuraN,ThysanuraV,BlattariaN,BlattariaV,PhasmidN,PhasmidV,ColeopteraN,ColeopteraV,IsopteraWN,IsopteraSN,IsopteraRN,IsopteraN,IsopteraV,HomopteraN,HomopteraV,HemipteraN,HemipteraV,DermapteraN,DermapteraV,DipteraN,DipteraV,LepidoptN,LepidoptV,EggsN,EggsV,LarvaeN,LarvaeV,OtherInsN,OtherInsV,NematodesN,NematodesV,VertebratesN,VertebratesV,VegN,VegV,UnIDN,UnIDV,Wood.Rocks,OtherN,OtherV,TOTVOL,Notes
12381,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32,37.9,1225,30,9,1967,30/9/1967,,53,113,,,6.2,MALE,Adult,,,,,,,,,,,,,,,6,6,12,,0,0,0,0,0,0,25,0.05,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,,0,,0,,,0,0.09,
12392,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32.1,37.3,1520,30,9,1967,30/9/1967,,60,126,,,7,MALE,Adult,3.32,6,138.5118543,3.32,6,138.5118543,277.0237086,,,,,,,,5,6,11,,0,0,0,0,0,0,15,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.07,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,,0,,0,,,0,0.15,
12395,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32,38.5,1600,30,9,1967,30/9/1967,,58,121,,,7,MALE,Adult,2.49,4.5,58.43468853,3.32,6,138.5118543,196.9465428,,,,,,,,8,6,14,,0,0,0,0,0,0,15,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.05,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,,0,,0,,,0,0.1,
12407,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32.8,37.4,1030,1,10,1967,1/10/1967,,54,122,,,6,MALE,Adult,3.04,5.5,106.4558133,3.04,5.5,106.4558133,212.9116266,,,,,,,,5,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.25,
12408,G,Ctenophorus,isolepis,Ctenophorus_isolepis,28,38.2,830,1,10,1967,1/10/1967,,56,118,,,6.2,MALE,Adult,1.94,3.5,27.58868685,2.49,4.5,58.43468853,86.02337538,,,,,,,,5,6,11,,0,0,0,0,0,0,35,0.15,0,0,0,0,0,0,0,0,0,0,3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,,0,,0,,,0,0.24,
12410,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32.3,39.4,950,1,10,1967,1/10/1967,,53,105,,,5,MALE,Adult,2.77,5,80.35058962,3.32,6,138.5118543,218.8624439,,,,,,,,1,2,3,,0,0,1,0.05,0,0,20,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
12411,G,Ctenophorus,isolepis,Ctenophorus_isolepis,33,40,1020,1,10,1967,1/10/1967,,53,120,,,5,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,5,6,11,,0,0,0,0,0,0,63,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.23,
12412,G,Ctenophorus,isolepis,Ctenophorus_isolepis,33,,1025,1,10,1967,1/10/1967,,54,117,,,6,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,9,11,2,,0,0,0,0,0,0,5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,,0,,,0,0.09,leaf
12417,N,Ctenophorus,isolepis,Ctenophorus_isolepis,32.5,35.6,1643,1,10,1967,1/10/1967,,50,106,,,4.7,MALE,Adult,2.21,4,40.91702639,2.77,5,80.35058962,121.267616,,,,,,,,5.5,8,13.5,,0,0,0,0,0,0,25,0.08,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,3,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.23,
12421,N,Ctenophorus,isolepis,Ctenophorus_isolepis,31.8,35.4,1710,1,10,1967,1/10/1967,,49,109,,,4.2,MALE,Adult,1.66,3,17.31398179,2.77,5,80.35058962,97.6645714,,,,,,,,2.5,2.5,5,,0,0,0,0,0,0,25,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.11,
12582,S,Ctenophorus,isolepis,Ctenophorus_isolepis,32.7,37.4,1715,22,10,1967,22/10/1967,,59,129,,,6.7,MALE,Adult,2.77,5,80.35058962,3.04,5.5,106.4558133,186.8064029,,,,,,,,7,7,14,,0,0,0,0,0,0,30,0.15,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,,0,,0,,,0,0.23,
12583,S,Ctenophorus,isolepis,Ctenophorus_isolepis,32.9,37.6,1722,22,10,1967,22/10/1967,,54,111,,,6,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,9,10,19,,0,0,0,0,0,0,4,0.05,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.25,
12584,S,Ctenophorus,isolepis,Ctenophorus_isolepis,32.5,37.2,1730,22,10,1967,22/10/1967,,57,110,,,6.5,MALE,Adult,2.49,4.5,58.43468853,2.77,5,80.35058962,138.7852781,,,,,,,,6,6,12,,0,0,0,0,0,0,5,0.05,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.28,
12586,S,Ctenophorus,isolepis,Ctenophorus_isolepis,31.9,34.5,1740,22,10,1967,22/10/1967,,55,124,,,6.2,MALE,Adult,2.49,4.5,58.43468853,3.32,6,138.5118543,196.9465428,,,,,,,,6,3,9,,0,0,0,0,0,0,5,0.03,0,0,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,,0,,0,,,0,0.24,
12624,M,Ctenophorus,isolepis,Ctenophorus_isolepis,34.4,39.2,1545,24,10,1967,24/10/1967,,60,132,,,8,MALE,Adult,2.77,5,80.35058962,3.32,6,138.5118543,218.8624439,,,,,,,,5.5,2,7.5,,0,0,0,0,0,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
12625,M,Ctenophorus,isolepis,Ctenophorus_isolepis,35.3,40,1609,24,10,1967,24/10/1967,,62,140,,,8,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,7,8,15,,0,0,0,0,0,0,6,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
12626,M,Ctenophorus,isolepis,Ctenophorus_isolepis,35,40.7,1515,24,10,1967,24/10/1967,,58,132,,,7,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,4,4.5,8.5,,0,0,0,0,0,0,15,0.1,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,2,0.04,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,,0,,0,,,0,0.25,
12651,M,Ctenophorus,isolepis,Ctenophorus_isolepis,31.6,38,1735,24,10,1967,24/10/1967,,56,126,,,5.7,MALE,Adult,1.66,3,17.31398179,1.94,3.5,27.58868685,44.90266864,,,,,,,,4.5,4,8.5,,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.36,
12656,M,Ctenophorus,isolepis,Ctenophorus_isolepis,26.7,39.8,925,25,10,1967,25/10/1967,,64,140,,,10,MALE,Adult,2.49,4.5,58.43468853,3.04,5.5,106.4558133,164.8905018,,,,,,,,10,13,23,,0,0,0,0,0,0,5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.28,
12659,M,Ctenophorus,isolepis,Ctenophorus_isolepis,30.5,39.9,1035,25,10,1967,25/10/1967,,54,120,,,5.5,MALE,Adult,2.21,4,40.91702639,2.21,4,40.91702639,81.83405278,,,,,,,,2.5,3,5.5,,0,0,0,0,0,0,15,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.14,
12660,M,Ctenophorus,isolepis,Ctenophorus_isolepis,29.6,38.6,1043,25,10,1967,25/10/1967,,58,132,,,6.5,MALE,Adult,2.49,4.5,58.43468853,2.77,5,80.35058962,138.7852781,,,,,,,,6,5,11,,0,0,0,0,0,0,25,0.1,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,,0,,0,,,0,0.25,
12661,M,Ctenophorus,isolepis,Ctenophorus_isolepis,32.4,38.2,1230,25,10,1967,25/10/1967,,60,112,,,8,MALE,Adult,2.77,5,80.35058962,3.32,6,138.5118543,218.8624439,,,,,,,,6.5,5,11.5,,0,0,0,0,0,0,4,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,,0,,0,,,0,0.07,flat nosed hopper?
12663,M,Ctenophorus,isolepis,Ctenophorus_isolepis,33.4,39,1700,25,10,1967,25/10/1967,,58,137,,,7,MALE,Adult,2.49,4.5,58.43468853,2.49,4.5,58.43468853,116.8693771,,,,,,,,2.5,6,8.5,,0,0,0,0,0,0,23,0.2,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.3,
12680,M,Ctenophorus,isolepis,Ctenophorus_isolepis,28,39,900,26,10,1967,26/10/1967,,55,127,,,6.7,MALE,Adult,2.21,4,40.91702639,2.21,4,40.91702639,81.83405278,,,,,,,,4,7,11,,0,0,0,0,0,0,5,0.05,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.3,
12887,E,Ctenophorus,isolepis,Ctenophorus_isolepis,33.6,39.5,1515,23,11,1967,23/11/1967,,50,119,,,4.5,MALE,Adult,1.94,3.5,27.58868685,2.49,4.5,58.43468853,86.02337538,,,,,,,,2.5,3,5.5,,0,0,0,0,0,0,30,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.08,
12889,E,Ctenophorus,isolepis,Ctenophorus_isolepis,33,38.8,1530,23,11,1967,23/11/1967,,56,122,,,6,MALE,Adult,3.04,5.5,106.4558133,3.04,5.5,106.4558133,212.9116266,,,,,,,,4.5,4.5,9,,0,0,2,0.08,2,0.02,25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,0,0,0,0,0,0,,0,,0,,,0,0.25,
12890,E,Ctenophorus,isolepis,Ctenophorus_isolepis,33,38,1540,23,11,1967,23/11/1967,,53,,,,6.5,MALE,Adult,2.21,4,40.91702639,2.77,5,80.35058962,121.267616,,,,,,,,5,7,12,,1,0.1,0,0,0,0,5,0.02,1,0.02,1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.35,
12892,E,Ctenophorus,isolepis,Ctenophorus_isolepis,32.1,38.2,1615,23,11,1967,23/11/1967,,54,121,,,5.7,MALE,Adult,2.49,4.5,58.43468853,3.04,5.5,106.4558133,164.8905018,,,,,,,,5,5,1,,0,0,1,0.03,0,0,15,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,,0,,0,,,0,0.25,
12936,N,Ctenophorus,isolepis,Ctenophorus_isolepis,26.5,37.4,940,25,11,1967,25/11/1967,,47,115,,,4.5,MALE,Adult,2.49,4.5,58.43468853,2.49,4.5,58.43468853,116.8693771,,,,,,,,2,2,4,,0,0,0,0,0,0,25,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.18,
12942,N,Ctenophorus,isolepis,Ctenophorus_isolepis,27.8,38.8,1150,25,11,1967,25/11/1967,,50,116,,,5.5,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,5,7,12,,0,0,0,0,0,0,50,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
12944,N,Ctenophorus,isolepis,Ctenophorus_isolepis,29,41.9,1205,25,11,1967,25/11/1967,,52,121,,,5.5,MALE,Adult,1.94,3.5,27.58868685,2.49,4.5,58.43468853,86.02337538,,,,,,,,1.5,3,4.5,,0,0,0,0,0,0,15,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
12962,G,Ctenophorus,isolepis,Ctenophorus_isolepis,27.1,38.7,730,26,11,1967,26/11/1967,,56,131,,,6.5,MALE,Adult,2.21,4,40.91702639,1.94,3.5,27.58868685,68.50571325,,,,,,,,1,2,3,,0,0,0,0,0,0,75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.3,
12963,G,Ctenophorus,isolepis,Ctenophorus_isolepis,28.5,39.8,750,26,11,1967,26/11/1967,,55,130,,,6,MALE,Adult,2.77,5,80.35058962,3.04,5.5,106.4558133,186.8064029,,,,,,,,2.5,4,6.5,,0,0,0,0,0,0,60,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
12964,G,Ctenophorus,isolepis,Ctenophorus_isolepis,28.3,40.4,800,26,11,1967,26/11/1967,,56,120,,,6,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,5,5,1,,1,0.08,0,0,0,0,30,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
12965,G,Ctenophorus,isolepis,Ctenophorus_isolepis,29.8,40.8,805,26,11,1967,26/11/1967,,55,,,,6.2,MALE,Adult,2.77,5,80.35058962,3.04,5.5,106.4558133,186.8064029,,,,,,,,2.5,1,3.5,,0,0,0,0,0,0,60,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.22,
12968,G,Ctenophorus,isolepis,Ctenophorus_isolepis,29.1,39.4,825,26,11,1967,26/11/1967,,55,118,,,6,MALE,Adult,2.49,4.5,58.43468853,2.77,5,80.35058962,138.7852781,,,,,,,,3.5,4,7.5,,0,0,0,0,0,0,70,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
12969,G,Ctenophorus,isolepis,Ctenophorus_isolepis,29.9,38.9,835,26,11,1967,26/11/1967,,53,121,,,5.7,MALE,Adult,2.21,4,40.91702639,2.77,5,80.35058962,121.267616,,,,,,,,4.5,4,8.5,,0,0,0,0,0,0,36,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.18,
12974,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32,39.2,950,26,11,1967,26/11/1967,,56,,,,6.7,MALE,Adult,3.04,5.5,106.4558133,3.87,7,219.5732831,326.0290964,,,,,,,,,,,,0,0,0,0,0,0,60,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
12975,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32.3,40.6,955,26,11,1967,26/11/1967,,53,120,,,5.2,MALE,Adult,2.21,4,40.91702639,3.04,5.5,106.4558133,147.3728397,,,,,,,,2,4,6,,0,0,0,0,0,0,15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
12979,G,Ctenophorus,isolepis,Ctenophorus_isolepis,36.7,40.5,1545,26,11,1967,26/11/1967,,50,117,,,5.2,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,1,2.5,3.5,,0,0,0,0,0,0,36,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,,0,,,0,0.2,
13004,G,Ctenophorus,isolepis,Ctenophorus_isolepis,35.3,38,1553,27,11,1967,27/11/1967,,55,125,,,6,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,3,4,7,,0,0,0,0,0,0,20,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.08,0,0,2,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
13009,G,Ctenophorus,isolepis,Ctenophorus_isolepis,33.8,36.6,1655,27,11,1967,27/11/1967,,56,129,,,6.7,MALE,Adult,2.49,4.5,58.43468853,3.04,5.5,106.4558133,164.8905018,,,,,,,,5,4,9,,0,0,0,0,0,0,54,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,,0,,,0,0.19,leathery leaf
13011,G,Ctenophorus,isolepis,Ctenophorus_isolepis,34.8,36,1723,27,11,1967,27/11/1967,,56,125,,,5.7,MALE,Adult,3.32,6,138.5118543,3.04,5.5,106.4558133,244.9676676,,,,,,,,3,3,6,,0,0,0,0,0,0,60,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
13036,G,Ctenophorus,isolepis,Ctenophorus_isolepis,30,39,732,28,11,1967,28/11/1967,,52,130,,,5.5,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,3,3.5,6.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,<-empty
13037,G,Ctenophorus,isolepis,Ctenophorus_isolepis,31,,740,28,11,1967,28/11/1967,,52,121,,,6,MALE,Adult,2.49,4.5,58.43468853,2.49,4.5,58.43468853,116.8693771,,,,,,,,3,2,5,,0,0,0,0,0,0,18,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.13,
13038,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32,41,803,28,11,1967,28/11/1967,,53,116,,,5.5,MALE,Adult,2.77,5,80.35058962,2.77,5,80.35058962,160.7011792,,,,,,,,9,9,18,,0,0,1,0.05,0,0,20,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.1,
13041,G,Ctenophorus,isolepis,Ctenophorus_isolepis,34,40.4,850,28,11,1967,28/11/1967,,52,,,,5.5,MALE,Adult,2.77,5,80.35058962,2.49,4.5,58.43468853,138.7852781,,,,,,,,4,4,8,,0,0,1,0.05,0,0,30,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
13079,G,Ctenophorus,isolepis,Ctenophorus_isolepis,23.9,38.4,1020,29,11,1967,29/11/1967,,50,110,,,5.2,MALE,Adult,2.21,4,40.91702639,2.49,4.5,58.43468853,99.35171492,,,,,,,,3,3.5,6.5,,0,0,0,0,0,0,60,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.2,
13080,N,Ctenophorus,isolepis,Ctenophorus_isolepis,23.7,38.2,1600,29,11,1967,29/11/1967,,55,120,,,6,MALE,Adult,3.04,5.5,106.4558133,3.32,6,138.5118543,244.9676676,,,,,,,,4,4,8,,0,0,0,0,0,0,20,0.22,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.3,
13115,Y,Ctenophorus,isolepis,Ctenophorus_isolepis,23.3,35.2,950,1,12,1967,1/12/1967,,58,144,,,7,MALE,Adult,2.49,4.5,58.43468853,2.21,4,40.91702639,99.35171492,,,,,,,,2,3.5,5.5,,0,0,0,0,0,0,20,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.25,
13116,Y,Ctenophorus,isolepis,Ctenophorus_isolepis,24.8,,1020,1,12,1967,1/12/1967,,56,133,,,7,MALE,Adult,3.04,5.5,106.4558133,3.32,6,138.5118543,244.9676676,,,,,,,,5.5,6,11.5,,0,0,0,0,0,0,10,0.12,0,0,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.25,
13117,Y,Ctenophorus,isolepis,Ctenophorus_isolepis,25,37.5,1025,1,12,1967,1/12/1967,,53,112,,,5.2,MALE,Adult,1.94,3.5,27.58868685,2.49,4.5,58.43468853,86.02337538,,,,,,,,,,,,0,0,0,0,0,0,25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.25,
13118,Y,Ctenophorus,isolepis,Ctenophorus_isolepis,25.4,38.1,1030,1,12,1967,1/12/1967,,55,,,,6,MALE,Adult,2.77,5,80.35058962,3.32,6,138.5118543,218.8624439,,,,,,,,2,1,3,,0,0,0,0,0,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.3,
13138,E,Ctenophorus,isolepis,Ctenophorus_isolepis,22.8,40.2,840,2,12,1967,2/12/1967,,54,123,,,6,MALE,Adult,2.77,5,80.35058962,3.04,5.5,106.4558133,186.8064029,,,,,,,,,2,2,,0,0,0,0,0,0,20,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
10304,G,Ctenophorus,isolepis,Ctenophorus_isolepis,32.6,36.8,730,14,1,1967,14/1/1967,,27,51,,,,UNK,UNK,,,,,,,,,,,,,,,1,,1,,0,0,0,0,0,0,15,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.05,
11579, ,Ctenophorus,isolepis,Ctenophorus_isolepis,18.8,35.5,1225,6,6,1967,6/6/1967,,32,58,,,1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.03,
13362,M,Ctenophorus,isolepis,Ctenophorus_isolepis,28.9,36.2,720,2,1,1968,2/1/1968,,33,63,,,1.5,UNK,UNK,,,,,,,,,,,,,,,2,2,4,,0,0,0,0,0,0,20,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.04,
13438,D,Ctenophorus,isolepis,Ctenophorus_isolepis,28.1,37,755,4,1,1968,4/1/1968,,35,75,,,2.3,UNK,UNK,,,,,,,,,,,,,,,5,5,1,,0,0,0,0,0,0,30,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.1,
13336,M,Ctenophorus,isolepis,Ctenophorus_isolepis,30.9,40.6,810,1,1,1968,1/1/1968,,61,141,,,9.7,FEMALE,Adult,,,,,,,,1,,2,,3,,,12,18,3,,0,0,0,0,0,0,10,0.12,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0.15,
